,latitude,longitude
706,53.253803,-1.9094435
707,51.5199553,-0.1167302
708,51.8034888,0.6277113
709,51.5229946,-3.1955488
710,51.7462561,0.4872495
711,53.8155685,-1.6232966
712,51.4905052,-0.166032
713,53.2569369,-2.1335168
714,52.7600276,-1.9344259
715,54.687922,-5.918158
716,52.8039814,-0.6157676
717,53.729973,-1.5878389
718,51.1432834,0.8932752
719,51.5761834,-0.151486
720,53.4180615,-3.03056
721,53.5359192,-1.1077482
722,51.8375997,-0.8534371
723,53.2730856,-1.6419337
724,53.0521758,-1.3974176
725,53.7752415,-2.2561992
726,53.4896512,-2.1057019
727,51.5631641,-1.7593553
728,53.8787153,-1.0409337
729,57.1094097,-2.0800865
730,53.4258804,-2.180021
731,51.5358727,-2.5481924
732,51.3769306,-0.28683
733,51.3912138,-0.3031626
734,51.4026358,-0.2951715
735,51.3904822,-0.3079186
736,51.4025044,-0.2948091
737,51.4028117,-0.2961282
738,51.4075264,-0.2994107
739,51.4097904,-0.2906061
740,51.3851947,-0.2929886
741,51.4066047,-0.2966269
742,51.4005364,-0.301072
743,51.3854644,-0.308549
744,51.4035208,-0.2964651
745,51.3860891,-0.3087786
746,51.3941031,-0.2952444
747,51.4066489,-0.300903
748,51.383507,-0.3218363
749,51.3875305,-0.3102694
750,51.4016844,-0.2990023
751,51.3947354,-0.2831667
752,51.3923372,-0.281517
753,51.3914656,-0.3284783
754,51.3906267,-0.3299043
755,51.4070332,-0.2822466
756,51.3898944,-0.3333285
757,51.3898756,-0.3345677
758,51.3840252,-0.2751544
759,51.3713852,-0.2972251
760,51.4113754,-0.2766418
761,51.3689549,-0.2973708
762,51.4133062,-0.2776908
763,51.3861795,-0.3423786
764,51.4189868,-0.2959793
765,51.4012092,-0.2639058
766,51.4043252,-0.2656636
767,51.4002435,-0.2633367
768,51.4186072,-0.2909019
769,51.3675619,-0.2980403
770,51.4215659,-0.295848
771,51.4205933,-0.3206653
772,51.4235394,-0.2986081
773,51.3637006,-0.2990194
774,51.4002677,-0.3515135
775,51.3990007,-0.3522567
776,51.4053925,-0.2570167
777,51.3990748,-0.2524351
778,51.4175489,-0.2672053
779,51.4022399,-0.2524151
780,51.40034347,-0.355163356
781,51.400485,-0.3562518
782,51.40039343,-0.35680065
783,51.423885,-0.3326628
784,51.4290396,-0.3083297
785,51.4231126,-0.3352727
786,51.3756512,-0.3547411
787,51.3778399,-0.2498574
788,51.4247351,-0.336412
789,51.4270226,-0.3326134
790,51.4012738,-0.2425321
791,51.4019386,-0.3642342
792,51.3710883,-0.3542484
793,51.3598185,-0.3342791
794,51.402277,-0.365286
795,51.379472,-0.2429409
796,51.3796347,-0.2375412
797,51.3797686,-0.2356824
798,51.3700553,-0.3651552
799,51.3637132,-0.2487005
800,51.4121397,-0.2331567
801,51.3976078,-0.2272188
802,51.4602599,-0.1396445
803,51.4575111,-0.1358697
804,51.4658291,-0.14089
805,51.4656172,-0.144541
806,51.4681052,-0.1563312
807,51.4688435,-0.1566107
808,51.4639719,-0.1571724
809,51.4887306,-0.1390896
810,51.4646027,-0.1595512
811,51.4898797,-0.139279
812,51.4655521,-0.1610247
813,51.4908838,-0.1386902
814,51.4709689,-0.1628651
815,51.4632237,-0.1633641
816,51.4463855,-0.1471017
817,51.4487472,-0.153727
818,51.4483325,-0.1531939
819,51.4461223,-0.1492385
820,51.4573106,-0.1629861
821,51.4645621,-0.1664993
822,51.4932084,-0.1436047
823,51.4509596,-0.158261
824,51.4606235,-0.1661087
825,51.4469186,-0.1535273
826,51.4609007,-0.167776
827,51.4937284,-0.1474876
828,51.4541747,-0.3177925
829,51.445937,-0.3309604
830,51.4495076,-0.3297364
831,51.4552016,-0.2967403
832,51.455817,-0.2988621
833,51.4446901,-0.3413091
834,51.4425783,-0.3452276
835,51.4570651,-0.2956549
836,51.457664,-0.2944639
837,51.4366295,-0.3499891
838,51.4326599,-0.3503479
839,51.4628202,-0.2968742
840,51.4637401,-0.3026416
841,51.4467137,-0.3592242
842,51.4467682,-0.3599129
843,51.4698002,-0.2877451
844,51.462322,-0.2683838
845,51.4711362,-0.2924177
846,51.4714626,-0.2870493
847,51.4639675,-0.2665599
848,51.4721842,-0.287187
849,51.4696822,-0.3417452
850,51.46385,-0.2640845
851,51.4226116,-0.3712919
852,51.4634045,-0.3553044
853,51.4656682,-0.2666357
854,51.4723687,-0.3349707
855,51.4743037,-0.2863957
856,51.4169799,-0.3704353
857,51.4166657,-0.3704752
858,51.4217021,-0.3750925
859,51.4209933,-0.375204
860,51.447024,-0.2410926
861,53.2177797,-4.1462158
862,53.7478037,-1.6087578
863,52.252332,0.1080244
864,51.0164818,-4.21154
865,51.7200121,-0.8425087
866,50.6987326,-1.3051678
867,51.7912115,1.1541435
868,51.4846795,-3.2269292
869,51.215103,-0.3182919
870,53.3084718,-3.7417551
871,52.3360953,-0.0744852
872,51.3972749,-0.6619353
873,52.2056444,-2.1900023
874,53.320154,-2.2431209
875,51.7966136,-0.0543364
876,51.560193,-1.7574523
877,50.3883109,-4.1703562
878,51.7103966,-0.4455777
879,52.4771178,-1.8613625
880,52.1827094,0.1438602
881,53.2834704,-3.5756588
882,51.4664883,-2.1385186
883,53.6983125,-0.7935964
884,51.2167063,-2.6658811
885,51.5128303,-0.1081608
886,51.5164548,0.4288117
887,52.6292605,-1.1746294
888,53.1115816,-2.4523863
889,51.2871938,-0.8357829
890,53.6539554,-2.6332436
891,52.9500681,-0.9498386
892,53.0176875,-1.7330246
893,50.8662055,-0.9611746
894,52.347126,-1.565106
895,53.3020066,-1.4792138
896,51.7174516,0.5875529
897,51.52903,-0.2103303
898,52.6465497,-2.0933606
899,51.5569113,-0.0520906
900,52.4548662,-1.8178049
901,51.6465208,-0.4208791
902,51.6370721,-0.1322472
903,53.2618326,-2.4998896
904,52.2656961,-0.9001421
905,51.6181976,-2.9644506
906,51.5101,-3.2525443
907,53.3705609,-2.5738303
908,50.8723379,0.0108782
909,52.3535069,-1.5851027
910,51.5785813,-0.0654274
911,50.9777414,-0.9700117
912,53.344983,-2.1145811
913,51.4813217,-1.0523752
914,53.4478783,-2.3261942
915,51.4480993,-2.1050779
916,53.4018883,-0.7666342
917,51.1395291,0.2814496
918,53.4243527,-2.9479927
919,51.2358187,0.5940983
920,51.3285681,-0.749727
921,50.4197202,-5.0636202
922,51.2904472,1.1008487
923,53.6377665,-1.8476464
924,51.7422632,-2.2293645
925,51.5517006,-3.3911434
926,54.5089298,-6.7592448
927,53.1087,-3.3004269
928,53.7245404,-1.8729156
929,51.4005254,-0.8730016
930,51.5942045,-1.4345155
931,50.9944399,0.0919242
932,51.8021835,-0.6586824
933,52.011918,-0.7934371
934,51.7194397,-0.3497622
935,51.4609591,-0.1882627
936,51.4817705,-0.2081423
937,51.4784647,-0.1991041
938,51.4580138,-0.2220726
939,51.4831094,-0.192508
940,51.4916773,-0.208202
941,51.4930595,-0.1950438
942,51.4841447,-0.211349
943,51.4821115,-0.1977085
944,51.479109,-0.2062776
945,51.4820496,-0.203121
946,51.4918073,-0.1897295
947,51.4815771,-0.2031705
948,51.4644691,-0.2227086
949,51.4611981,-0.2164345
950,51.4929686,-0.1938085
951,51.4584489,-0.2258702
952,51.4795435,-0.2115435
953,51.4757792,-0.205297
954,51.4582254,-0.1900119
955,51.4943347,-0.226759
956,51.4902739,-0.1905969
